Headline,Score,Name,Country,Region,Continent,Site,Collected
Wiper’s Mwalika Mboni wins re-election in Kitui Rural,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Azimio capitalises on IEBC split to push its petition,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
"I stand by affidavit, says Githongo as he walks back on logs",0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
"In photos: Mombasa, Kakamega, Rongai and West Pokot polls underway",0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Raila urges court to strike out Moses Kuria's petition,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Joe Biden again tests positive for Covid again,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Two Omicron sub-variants fuelling Kenya’s 6th Covid wave,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
US President Biden tests positive for Covid,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
"Covid-19 vaccines cause heavier menses, study shows",0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
"Kenya, China in double taxation deal to spur trade",0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Kenya Power ends tokens purchase from third-party vendors,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
China loan terms steepest among Kenya’s top lenders,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Borrowers regret frenzy for popular Fuliza loans,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Kenya Power in fresh bid for electricity tariff review,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Gavin Bennett: Just how lucrative is vehicle assembly?,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Philip Kitoto: Should I confront my husband about his secret family?,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Mukomunene: A voice for the voiceless,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
School Games: Serani drawn with Kinondo in Coast regionals,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Naomi Osaka bundled out of US Open first round,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
"Paul Pogba: A family conflict, extortion claims and a witch doctor",0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
"Finally, Ofafa Jericho take city rugby title to football-mad Eastlands",0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Charles Nyende: The ebb and flow of Kenyan football has not skipped a beat,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Peter Njenga: SA's F1 bid could learn a lot from the Safari Rally project,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Newcomers Dr Aggrey out to upset Coast giants,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
Southampton inflict fresh misery on sloppy Chelsea,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
You're all set to enjoy unlimited Prime content.,0,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220831
"Raila lawyers: Votes not inflated, but tampered with to favour Ruto",0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
Branding Voice - Sponsored Content,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
National Assembly now fully constituted following conduct of elections in four constituencies,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
The nine issues at the centre of Raila-Ruto poll victory dispute,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
"Uhuru meets Azimio leaders in Mombasa, takes them out for lunch",0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
Two varsities join case where MTRH is seeking Sh3.2m bill from student,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
"China, Taiwan, US and Climate Change",0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
Kalua calls for calm as Supreme Court handles petition,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
Abdulswamad Nassir wins Mombasa governor race,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
"Kenyans' focus on presidency is misplaced, action is in the counties",0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
Supreme battle: Apex Court sets out plan for hearing petition,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
Legal terms that may pop up during the election petition,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
Housing boom creates shortage of construction workers in US,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
Kids today are disrespectful and entitled,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
The global community says no to trophy hunting,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
FOR THE LATEST JOB ADVERT,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
What kind of stories would you like to read?,0,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220831
Man nabbed for killing elderly woman over witchcraft accusations,0,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220831
MANEPO trains girls and women in Zomba on sexual reproductive health,0,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220831
Linda Kunje sentenced to 18 months in prison for obstructing Chakwera’s convoy,0,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220831
Castel Malawi hikes alcohol prices,0,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220831
Nkhata Bay Council suspends water distribution to Cholera hotspots,0,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220831
"Bushiri, Mboro fight ‘over woman’: Major 1 accused of hacking another prophet",0,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220831
Malawian athlete Asimenye Simwaka given plot,0,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220831
Lilongwe Man Catches Wife Cheating Red Handed,0,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220831
Chisale’s hairstyle most expensive at local barbershop,0,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220831
Malawians endorse DPP in Afrobarometer survey,0,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220831
A Beginner Guide To TEFL Certification In 2022,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
The 4 Best Midfielders In The EPL,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Kigali Joint Press Conference || Minister Biruta and Secretary Blinken,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
"Antony Blinken, Kagame discuss eastern Congo violence",0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
DESPOTIC DICTATOR SPONSORING ARSENAL FOOTBALL CLUB,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
President Kagame and President Macron hold joint press conference at Palais…,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
"AU CHAIRMAN MISSTREATS, KILLS AND EXCHANGES REFUGEES FOR MONEY",0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
NEW DANGEROUS MILITIA IN RWANDA,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
How to Avoid Casinos That Delay Withdrawals,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
A Descriptive Information about Injury Laws in the USA,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
"Félicien Kabuga (MICT-13-38), Pre-Trial Conference and Status Conference 18 August 2022",0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Top 7 Reason To Sell House For Cash In Tucson,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Top 8 Highest Paying Entry-Level Digital Marketing Jobs in NYC 2022,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
3 Benefits Of A Virtual Data Room That Your Business Might…,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
What are the different parts of an essay?,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
How To Download From Torrent Safely,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Who did Kagame represent in Luanda?,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
OUTLAW BORIS JOHNSON HAS MADE ONE MISTAKE TOO MUCH,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
HOW TO GET UNWANTED IN RWANDA?,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Paul Kagame has no moral authority to talk about democracy let…,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Rwandan government urged to dismiss Ambassador Jean de Dieu Uwihanganye for…,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Opposition Leader Criticizes But Also Praises President Paul Kagame,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Refining peace and security in Rwanda – Victoire Ingabire Umuhoza,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
FDU-Inkingi on the 60th anniversary of the independence of Rwanda,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
THE COMMONWEALTH IS A CLUB OF GOOD DICTATORS WITH THEIR HYPOCRITE…,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
3 Benefits Of A Virtual Data Room That Your Business Might Be Missing Out On,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
"Antony Bliken lands in Kigali, final leg of his African tour",0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
DR Congo: Blinken ‘concerned’ by reports of Rwandan support for rebels,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Human Rights Should Be Priority on Blinken Trip in Rwanda,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Who is Dan Hollings and How “The Plan” is Helping to Earn Passive Income through Crypto?,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Improving Customer Support and Earning Customer Loyalty,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Gambling in Rwanda and the Tourism Boom,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
24h Pest Pros Helps Homeowners Deal with Rats Problem,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Are crypto payments the future of Travel and Retail?,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
ADA Among Top 5 Coins Bought By BSC Whales,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
THE COMMONWEALTH IS A CLUB OF GOOD DICTATORS WITH THEIR HYPOCRITE...,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
The Commonwealth Heads of Government Meeting in Kigali: A public relations...,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
’The Commonwealth should urge the Rwandan Government to take a great...,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Dubbel T – On top ft. Lutsharel Geertruida (prod. Andyr),0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Kagame’s Bromance With DRC’s Tshisekedi Is Over,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Rwanda: freedom of press incriminated,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
"Paul Kagame: Interactive interview with Rwanda Broadcasting Agency | Kigali, 04 July 2022.",0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Rwanda YouTube crackdown: Content creators accuse gov’t of torture,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
"Joint Press conference with President Kagame and Prime Minister of Singapore,...",0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
3 Benefits Of A Virtual Data Room That Your Business Might Be Missing Out...,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
ADA accepted as payment over 7M businesses ADA to masses,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Yield farming VS Liquidity mining VS staking,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
"Félicien Kabuga (MICT-13-38), Hearing, 7 June 2022",0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
How to decide whether to hire personal attorney or try to...,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
28th Commemoration of the Genocide | Keynote by President Kagame.,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
RWANDA: Kigali hosted the African Union-European Union ministerial meeting!,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Can asylum seekers find safety and dignity in Rwanda?,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Asylum Pact: Rwanda Must Do Some Political Housecleaning,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
THE RWANDAN GOVERNMENT IS TRYING TO HIDE ITS POOR BUT CANNOT...,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
THE SOCIAL PARTY IMBERAKURI EXPRESSES ITS CONCERN OVER THE MYSTERIOUS DISAPEARANCE...,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
TN Visa Leading to Green Card after Marriage,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
How Liquid Cloud is spearheading the evolution of the enterprise on the continent with cloud-based solutions,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Variety of Delicious CBD Products Available on the Market,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
Hemp Products for Your Immune System,0,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220831
